Id,CompanyName,CompanyTypeId,PrivateEquityCompanySectors,PrivateEquityPortfolioCompanies,VerticalId,SubVerticalId,NumberOfEmployees,LTMRevenue,LTM EBITA,CurrencyId,EnterpriseValue,YearFounded,ParentCompany,AssetsUnderManagement,AddressLine1,AddressLine2,City,PostCode,Country,ContactId,Website,AdditionalDescription,CreatedAt,CreatedBy,UpdatedAt,UpdatedBy
COM_523,TSG Cosumer Partners,3,- Consumer Brands,"- Smashbox
- Beauty Bands
- Elf
- Cutex",,,,,,1,,,,5.0,,,,,,,www.tsgconsumer.com,"- they are purely consumer focussed
- Seems that most of their strategy is organic growth (from case studies they have)",,,,
COM_524,Take-private,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_525,Teasdale Latin Foods,1,,,2,26,,,50.0,,,,,,,,,,,,,,,,,
COM_526,Teva Women's Health,1,,,3,30,,543.8,246.8,,1600.0,,,,,,,,,,,,,,,
COM_527,Thalmic,1,,,2,27,,,145.0,,,,,,,,,,,,,,,,,
COM_528,The Riverside Company,3,"- Consumer Brands
- Specialty Mfg and Distribution","- Lille Baby
- Blue Electronics",,,,,,1,,,,6.0,,,,,,,www.riversidecompany.com,"- Have a full section of ""seeking addons for .. "" currently looking for Sunrise Windows (replacement windows companies",,,,
COM_529,The Saatva Company,1,,,2,24,,,10.1,,500.0,,,,,,,,,,,,,,,
COM_530,Thermo Fisher Assets,1,,,3,31,,,82.0,,,,,,,,,,,,,,,,,
COM_531,ThermoFisher,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_532,ThermoFisher Assets,1,,,1,4,,,,,870,,,,,,,,,,,,,,,
COM_533,Thoma Bravo,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_534,Thomas H. Lee Partners,3,- Consumer & Retail,"- Give & Go Bakery
- CTI Foods",,,,,,1,,,,10.0,,,,,,,www.thl.com,"- Big in consumer and retail industry
- Have done some addon acquisitions previously",,,,
COM_535,ThoughtWorks,1,,,1,5,,,,,531,,,,,,,,,,,,,,,
COM_536,ThreeSixty Group,1,,,2,24,,,65.0,,,,,,,,,,,,,,,,,
COM_537,Tillys,1,,,2,25,,,50.8,,,,,,,,,,,,,,,,,
COM_538,Togetherworks,1,,,1,3,,,,,150,,,,,,,,,,,,,,,
COM_539,Traeger,1,,,2,24,,,59.5,,800.0,,,,,,,,,,,,,,,
COM_540,TransPerfect,1,,,1,5,,,,,,,,,,,,,,,,,,,,
COM_541,Treliant Risk Advisors,1,,,1,38,,,,,420,,,,,,,,,,,,,,,
COM_542,TriMark,1,,,2,27,,,109.0,,1350.0,,,,,,,,,,,,,,,
COM_543,TricorBraun,1,,,2,34,,,120.0,,,,,,,,,,,,,,,,,
COM_544,Trilantic,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_545,Trivest,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_546,Truck Hero,1,,,1,7,,,,,1470,,,,,,,,,,,,,,,
COM_547,Trust Company of America,1,,,1,13,,,,,,,,,,,,,,,,,,,,
COM_548,TrustCommerce,1,,,1,3,,,,,66,,,,,,,,,,,,,,,
COM_549,Tunnel Hill,1,,,1,4,,,,,,,,,,,,,,,,,,,,
COM_550,Tyree & D'Angelo Partners,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_551,Tyson Kettle,1,,,2,26,,,21.7,,130.0,,,,,,,,,,,,,,,
COM_552,UBS,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_553,UBS,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_554,"UBS, Allen & Co.",2,,,,,,,,,,,,,,,,,,,,,,,,
COM_555,US Beef,1,,,2,27,,,40.0,,240.0,,,,,,,,,,,,,,,
COM_556,US Fitness,1,,,2,34,,,32.0,,,,,,,,,,,,,,,,,
COM_557,US Retirement & Benefits Partners,1,,,1,5,,,,,327,,,,,,,,,,,,,,,
COM_558,US Security Associates,1,,,1,8,,,,,,,,,,,,,,,,,,,,
COM_559,USIC,1,,,1,4,,,,,,,,,,,,,,,,,,,,
